Unnamed: 0,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date,Year,Metric,Source_File
1905,Chris Gayle,14,5,280.0,0,2,RCB,Sharjah Cricket Stadium,15 October 2020,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1906,KL Rahul,14,6,233.33,1,1,RR,Zayed Cricket Stadium,30 October 2020,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1907,David Warner,14,5,280.0,1,1,MI,Sharjah Cricket Stadium,04 October 2020,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1908,Mayank Agarwal,14,6,233.33,2,1,KKR,Zayed Cricket Stadium,10 October 2020,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1909,Chris Gayle,14,4,350.0,0,2,RCB,Sharjah Cricket Stadium,15 October 2020,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1910,Faf du Plessis,14,6,233.33,2,1,DC,Sharjah Cricket Stadium,17 October 2020,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1911,Nicholas Pooran,14,5,280.0,2,1,DC,Dubai International Stadium,20 October 2020,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1912,Kieron Pollard,14,4,350.0,0,2,SRH,Sharjah Cricket Stadium,04 October 2020,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1913,Saurabh Tiwary,14,5,280.0,1,1,KKR,Zayed Cricket Stadium,23 September 2020,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1914,Andre Russell,14,5,280.0,2,1,RCB,Sharjah Cricket Stadium,12 October 2020,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1915,Rishabh Pant,14,4,350.0,2,1,KKR,Sharjah Cricket Stadium,03 October 2020,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1916,Marcus Stoinis,14,5,280.0,0,2,RR,Sharjah Cricket Stadium,09 October 2020,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1917,Rohit Sharma,14,4,350.0,0,2,KKR,Zayed Cricket Stadium,23 September 2020,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1918,Mayank Agarwal,14,4,350.0,2,1,RCB,Sharjah Cricket Stadium,15 October 2020,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1919,Rishabh Pant,14,4,350.0,0,2,MI,Dubai International Stadium,10 November 2020,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1920,Wriddhiman Saha,14,5,280.0,1,1,DC,Dubai International Stadium,27 October 2020,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1921,Chris Gayle,14,6,233.33,2,1,RR,Zayed Cricket Stadium,30 October 2020,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1922,Shreyas Iyer,14,4,350.0,0,2,PBKS,Dubai International Stadium,20 September 2020,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1923,Hardik Pandya,14,5,280.0,2,1,KKR,Zayed Cricket Stadium,16 October 2020,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1924,Quinton de Kock,13,5,260.0,1,1,SRH,Sharjah Cricket Stadium,04 October 2020,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1925,Rohit Sharma,13,5,260.0,0,2,KKR,Zayed Cricket Stadium,23 September 2020,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1926,Mandeep Singh,13,5,260.0,1,1,KKR,Sharjah Cricket Stadium,26 October 2020,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1927,Ambati Rayudu,13,4,325.0,3,0,KKR,Dubai International Stadium,29 October 2020,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1928,Jos Buttler,13,4,325.0,3,0,CSK,Zayed Cricket Stadium,19 October 2020,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1929,Quinton de Kock,13,6,216.66,0,2,DC,Zayed Cricket Stadium,11 October 2020,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1930,Quinton de Kock,13,5,260.0,1,1,KKR,Zayed Cricket Stadium,16 October 2020,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1931,Ishan Kishan,13,4,325.0,0,2,RCB,Dubai International Stadium,28 September 2020,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1932,Kane Williamson,13,4,325.0,1,1,PBKS,Dubai International Stadium,08 October 2020,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1933,Sanju Samson,13,5,260.0,1,1,CSK,Sharjah Cricket Stadium,22 September 2020,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1934,Sunil Narine,13,4,325.0,1,1,DC,Zayed Cricket Stadium,24 October 2020,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1935,Shikhar Dhawan,13,3,433.33,0,2,KKR,Sharjah Cricket Stadium,03 October 2020,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1936,Kieron Pollard,13,3,433.33,0,2,PBKS,Dubai International Stadium,18 October 2020,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1937,Shimron Hetmyer,13,4,325.0,3,0,SRH,Zayed Cricket Stadium,08 November 2020,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1938,Rishabh Pant,13,4,325.0,3,0,KKR,Sharjah Cricket Stadium,03 October 2020,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1939,Jonny Bairstow,13,4,325.0,0,2,PBKS,Dubai International Stadium,08 October 2020,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1940,Hardik Pandya,13,4,325.0,0,2,DC,Dubai International Stadium,05 November 2020,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1941,Tushar Deshpande,13,4,325.0,1,1,SRH,Dubai International Stadium,27 October 2020,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1942,Virat Kohli,13,6,216.66,1,0,CSK,Dubai International Stadium,10 October 2020,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1943,KL Rahul,13,6,216.66,3,0,RR,Sharjah Cricket Stadium,27 September 2020,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1944,Jonny Bairstow,13,5,260.0,3,0,PBKS,Dubai International Stadium,08 October 2020,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1945,Jofra Archer,13,3,433.33,0,2,PBKS,Sharjah Cricket Stadium,27 September 2020,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1946,Jos Buttler,13,6,216.66,1,1,CSK,Zayed Cricket Stadium,19 October 2020,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1947,Devdutt Padikkal,13,5,260.0,0,2,MI,Dubai International Stadium,28 September 2020,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1948,Aaron Finch,13,5,260.0,3,0,MI,Dubai International Stadium,28 September 2020,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1949,Marcus Stoinis,13,5,260.0,3,0,PBKS,Dubai International Stadium,20 September 2020,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1950,Ravindra Jadeja,36,7,514.28,1,5,RCB,Wankhede Stadium,25 April 2021,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1951,Pat Cummins,30,6,500.0,1,4,CSK,Wankhede Stadium,21 April 2021,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1952,Prithvi Shaw,24,6,400.0,6,0,KKR,Narendra Modi Stadium,29 April 2021,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1953,Mahipal Lomror,24,6,400.0,2,2,PBKS,Dubai International Stadium,21 September 2021,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1954,Glenn Maxwell,22,6,366.66,3,1,RR,Dubai International Stadium,29 September 2021,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1955,Andre Russell,22,6,366.66,1,3,CSK,Wankhede Stadium,21 April 2021,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1956,Yashasvi Jaiswal,22,6,366.66,1,3,CSK,Zayed Cricket Stadium,02 October 2021,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1957,Jos Buttler,22,6,366.66,1,3,SRH,Arun Jaitley Stadium,02 May 2021,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1958,AB de Villiers,22,6,366.66,0,3,DC,Narendra Modi Stadium,27 April 2021,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1959,Ravindra Jadeja,21,5,420.0,2,2,KKR,Zayed Cricket Stadium,26 September 2021,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1960,Shikhar Dhawan,21,6,350.0,2,2,CSK,Dubai International Stadium,04 October 2021,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1961,Jos Buttler,20,5,400.0,2,2,SRH,Arun Jaitley Stadium,02 May 2021,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1962,AB de Villiers,20,6,333.33,3,1,KKR,Chidambaram,18 April 2021,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1963,Robin Uthappa,20,6,333.33,2,2,DC,Dubai International Stadium,10 October 2021,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1964,Sanju Samson,20,6,333.33,1,2,SRH,Dubai International Stadium,27 September 2021,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1965,Shimron Hetmyer,20,5,400.0,0,3,RCB,Narendra Modi Stadium,27 April 2021,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1966,Chris Gayle,20,6,333.33,5,0,RCB,Narendra Modi Stadium,30 April 2021,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1967,Rishabh Pant,20,6,333.33,4,0,RR,Wankhede Stadium,15 April 2021,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1968,Kieron Pollard,19,5,380.0,3,1,CSK,Arun Jaitley Stadium,01 May 2021,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1969,Andre Russell,19,5,380.0,3,1,RCB,Chidambaram,18 April 2021,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1970,Sunil Narine,19,5,380.0,1,2,DC,Sharjah Cricket Stadium,28 September 2021,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1971,Ishan Kishan,19,7,271.42,1,2,RR,Sharjah Cricket Stadium,05 October 2021,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1972,Kane Williamson,19,5,380.0,3,1,CSK,Arun Jaitley Stadium,28 April 2021,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1973,Deepak Hooda,19,5,380.0,0,3,RR,Wankhede Stadium,12 April 2021,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1974,Kieron Pollard,19,5,380.0,0,3,CSK,Arun Jaitley Stadium,01 May 2021,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1975,Sunil Narine,19,4,475.0,0,3,RCB,Sharjah Cricket Stadium,11 October 2021,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1976,Ishan Kishan,18,6,300.0,4,0,SRH,Zayed Cricket Stadium,08 October 2021,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1977,Jonny Bairstow,18,6,300.0,3,1,MI,Chidambaram,17 April 2021,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1978,Jason Roy,18,5,360.0,3,1,RR,Dubai International Stadium,27 September 2021,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1979,KL Rahul,18,5,360.0,1,2,RR,Dubai International Stadium,21 September 2021,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1980,Faf du Plessis,18,5,360.0,3,1,RR,Wankhede Stadium,19 April 2021,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1981,Kane Williamson,18,6,300.0,4,0,KKR,Dubai International Stadium,03 October 2021,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1982,Evin Lewis,18,6,300.0,1,2,RCB,Dubai International Stadium,29 September 2021,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1983,Glenn Maxwell,17,4,425.0,1,2,SRH,Chidambaram,14 April 2021,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1984,Sanju Samson,17,5,340.0,2,1,PBKS,Wankhede Stadium,12 April 2021,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1985,Glenn Maxwell,17,6,283.33,2,1,MI,Dubai International Stadium,26 September 2021,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1986,Dinesh Karthik,17,5,340.0,2,1,CSK,Zayed Cricket Stadium,26 September 2021,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1987,Sam Curran,17,4,425.0,1,2,DC,Wankhede Stadium,10 April 2021,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1988,Shivam Mavi,17,5,340.0,1,2,CSK,Dubai International Stadium,15 October 2021,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1989,KL Rahul,17,5,340.0,0,2,CSK,Dubai International Stadium,07 October 2021,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1990,Faf du Plessis,17,4,425.0,1,2,MI,Arun Jaitley Stadium,01 May 2021,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
